# opp_gamma, obs_gamma, live_gamma, liveness_thresh, goal_reach_idx0, goal_reach_idx1, traj_collision, obs_collision_0, obs_collision_1, delta_vel_0, delta_vel_1, path_dev_0, path_dev_1
0.4000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0128, 1.1453, 1.8654
0.4000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0128, 1.1453, 1.8654
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 96.0000, 0.0000, 0.0000, 0.0000, 0.0064, 0.0111, 1.0667, 0.9112
0.4000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0128, 1.1453, 1.8654
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 96.0000, 0.0000, 0.0000, 0.0000, 0.0064, 0.0111, 1.0667, 0.9112
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 96.0000, 0.0000, 0.0000, 0.0000, 0.0064, 0.0111, 1.0667, 0.9112
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 96.0000, 0.0000, 0.0000, 0.0000, 0.0064, 0.0111, 1.0667, 0.9112
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 96.0000, 0.0000, 0.0000, 0.0000, 0.0064, 0.0111, 1.0667, 0.9112
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 96.0000, 0.0000, 0.0000, 0.0000, 0.0064, 0.0111, 1.0667, 0.9112
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 96.0000, 0.0000, 0.0000, 0.0000, 0.0064, 0.0111, 1.0667, 0.9112
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 96.0000, 0.0000, 0.0000, 0.0000, 0.0064, 0.0111, 1.0667, 0.9112
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 96.0000, 0.0000, 0.0000, 0.0000, 0.0064, 0.0111, 1.0667, 0.9112
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 96.0000, 0.0000, 0.0000, 0.0000, 0.0064, 0.0111, 1.0667, 0.9112
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
0.5000, 0.4000, 0.3000, 0.8000, 86.0000, 96.0000, 0.0000, 0.0000, 1.0000, 0.0064, 0.0127, 1.1438, 2.3106
